600361,  华联综超,2001/11/29,66580.79,66580.79,ss
600362,  江西铜业,2002/1/11,346272.94,346272.94,ss
600363,  联创光电,2001/3/29,44347.68,44347.68,ss
600365,  通葡股份,2001/1/15,40000,28000,ss
600366,  宁波韵升,2000/10/30,55611.19,51449.78,ss
600367,  红星发展,2001/3/20,29120,29120,ss
600368,  五洲交通,2000/12/21,83380.15,83380.15,ss
600369,  西南证券,2001/1/9,564510.91,464510.91,ss
600370,  三房巷,2003/3/6,31889.77,31889.77,ss
600371,  万向德农,2002/9/16,22506,22506,ss
600372,  中航电子,2001/7/6,175916.29,175916.29,ss
600373,  中文传媒,2002/3/4,137794,126393.44,ss
600375,  *ST星马,2003/4/1,55574.06,55574.06,ss
600376,  首开股份,2001/3/12,224201.25,224201.25,ss
600377,  宁沪高速,2001/1/16,503774.75,501998.14,ss
600378,  天科股份,2001/1/11,29719.33,29719.33,ss
600379,  宝光股份,2002/1/16,23585.83,23585.83,ss
600380,  健康元,2001/6/8,158702.93,154583.59,ss
600381,  青海春天,2001/5/8,68831.4,19892.58,ss
600382,  广东明珠,2001/1/18,34174.66,34174.66,ss
600383,  金地集团,2001/4/12,450084.94,450084.94,ss
600385,  山东金泰,2001/7/23,14810.71,14277.38,ss
600386,  北巴传媒,2001/2/16,40320,40320,ss
600387,  海越股份,2004/2/18,38610,38571,ss
600388,  龙净环保,2000/12/29,106905,106905,ss
600389,  江山股份,2001/1/10,19800,19800,ss
600390,  金瑞科技,2001/1/15,45125.64,39065.75,ss
600391,  成发科技,2001/12/12,33012.94,33012.94,ss
600392,  盛和资源,2003/5/29,94103.94,94103.94,ss
600393,  东华实业,2001/3/19,126812.39,29950.5,ss
600395,  盘江股份,2001/5/31,165505.19,165505.19,ss
600396,  金山股份,2001/3/28,147270.68,81280,ss
600397,  安源煤业,2002/7/2,98995.99,98995.99,ss
600398,  海澜之家,2000/12/28,449275.79,153121.95,ss
600399,  抚顺特钢,2000/12/29,130000,112962.28,ss
600400,  红豆股份,2001/1/8,142370.06,112079.93,ss
600401,  *ST海润,2003/9/24,472493.52,472493.52,ss
600403,  大有能源,2003/10/9,239081.24,239081.24,ss
600405,  动力源,2004/4/1,43794.28,42389.28,ss
600406,  国电南瑞,2003/10/16,242895.34,220575.36,ss
600408,  安泰集团,2003/2/12,100680,100680,ss
600409,  三友化工,2003/6/18,185038.55,185038.55,ss
600410,  华胜天成,2004/4/27,64182.55,63744.55,ss
600415,  小商品城,2002/5/9,544321.42,544321.42,ss
600416,  湘电股份,2002/7/18,74340.52,70292.9,ss
600418,  江淮汽车,2001/8/24,146323.3,82961.7,ss
600419,  天润乳业,2001/6/28,10355.72,8021.08,ss
600420,  现代制药,2004/6/16,28773.34,28773.34,ss
600421,  仰帆控股,2004/6/7,19560,19560,ss
600422,  昆药集团,2000/12/6,39434.43,34045.16,ss
